queue,row_id,document_id,source_url,source_evidence_sha256,prior_review_status,prior_reviewer_id,model_decision,model_review_status,corrected_fields_json,evidence_basis,review_path,rationale,independent_human_review
documents,document-review-fia-2019-usa-592fba2da691,fia-2019-usa-592fba2da691,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2023%20(P2%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,f6f181199c2b67c00b1067166cc603f2c95995273b3a177db6ac58274782190c,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-6089b75bcef2,fia-2019-usa-6089b75bcef2,https://www.fia.com/sites/default/files/decision-document/2019_united_states_grand_prix_-_offence_-_car_4_track_limits_turn_19_deletion_of_lap_time_16.pdf,dfb0b10c18ec75d96f5ea2e9456f998707dde44cc1aea99ca7ccefddb471fb94,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-63f8517538f2,fia-2019-usa-63f8517538f2,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%204%20(track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,233175bcbe29db6cfe1221ca7dcc196623ab0b276d01e7c202f1f5d2ecd568c7,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-6454d20b4490,fia-2019-usa-6454d20b4490,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2023%20(track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,3a9739b6170edd298bdced14456b2f770e8d7dc062eebb1a69d8c07c5628eda3,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-6eb2e1a2e9bf,fia-2019-usa-6eb2e1a2e9bf,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2026%20(Race%20-%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,e053dfb8ab9bcfbc3b8d7f627063c25f8965d43db0f2a2d006ff064da7fc1779,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-76970ea10162,fia-2019-usa-76970ea10162,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2044%20(P2%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,ef8f2f768214018719c8baf8e3a9f49d25a69929e3beab2385e0ffa0000c3baf,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-7c496cc6ff5a,fia-2019-usa-7c496cc6ff5a,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2063%20(Race%20-%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,6e3e473f05347ba6a71bca41841f16b1a9c1888455b3d2c982d88731dd75349a,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-7d927f9748c9,fia-2019-usa-7d927f9748c9,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2055%20(Race%20-%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,e1fa660c5e925e41244c90566b7c5ceb98a244c1d7d22a531bee46c3aeb98d91,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-848836089ded,fia-2019-usa-848836089ded,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2011%20(failure%20to%20stop%20for%20weighing).pdf,5610c80cfb55582423e5b93569207f1c79717c04f4954296b50b32a1b03dbd0b,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-84f1a23dca2e,fia-2019-usa-84f1a23dca2e,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2033%20(Race%20-%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,076bc2af01bb4adc0a0b042172a147bec6bb063feeb0e211585e8f1b7c8508ce,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-a5fc49a7d3ad,fia-2019-usa-a5fc49a7d3ad,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2099%20(2nd%20-%20Race%20-%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,b0abee8f83dee272c4cd22b288d4426701c24cd1e955d4b41bff25bc24c1b475,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-a990ab2a7580,fia-2019-usa-a990ab2a7580,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%208%20(Race%20-%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,fe62ecb48513ffd77289eb602ddf24b5cd0a32fb459da9ffc943275d88b2975f,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-ab697b96f6b0,fia-2019-usa-ab697b96f6b0,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2044%20(track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,20462ce7c0e23d1d502d4039db6c6295dd3ea59381bc052b36058d59de687f4a,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-aecbe1c23b15,fia-2019-usa-aecbe1c23b15,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2099%20(Race%20-%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,c56d76f72f429b6f54a8c63031383e051f036ddd91a9589ddc386ce7eb9c869a,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-b209aa4452fe,fia-2019-usa-b209aa4452fe,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2020%20(Race%20-%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,8d05f6a4f318247743475d2933a971c60e5a70b342f64aee362e72e1eb453698,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-b58f571e5d29,fia-2019-usa-b58f571e5d29,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%205%20(P2%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,561428189dcec57527f179ee7ee6c75bccbc4cf867d2c2d201384bb24136280d,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-c1529dbbd97d,fia-2019-usa-c1529dbbd97d,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2016%20(track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,5929f20377725340ccda69656cc5cf083626dd07ba27f63189f98271f29f030c,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-c78a46b2a332,fia-2019-usa-c78a46b2a332,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2023%20(Q3%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,70dd189c2ced0686e5ba852451e744a266624bf543a8a86982f70ce916ceba95,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-d8c0292c4982,fia-2019-usa-d8c0292c4982,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%205%20(P3%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,897029ca55208d61778b64a768e688d68e2eb029298a58f6d4cd25b4f49e973d,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-e0eca96b06eb,fia-2019-usa-e0eca96b06eb,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%204%20(P2%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,b2c2d5a4ffc4edb7a406fadab3b50c7e0db848b988c515725b9a9e5da22d9e53,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-e2631004ba0c,fia-2019-usa-e2631004ba0c,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2063%20(P2%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,d720295675ec51e11fabb35b9f438580fe2d1110eb44bcf1341224730ec19673,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-e28a90fd760c,fia-2019-usa-e28a90fd760c,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2020%20(track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,d933a80369f0adb217ea124c68e16a7c5dbcdb58f9261d555f1755fa1f2936eb,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-f4c6685aacdd,fia-2019-usa-f4c6685aacdd,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2010%20(track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,36806ed22778b5db1887c00b30374e3a0ef4c66a366d0d22ed054d93256315e2,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-f76dd1ab12ab,fia-2019-usa-f76dd1ab12ab,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2026%20(2nd%20-%20Race%20-%20track%20limits%20turn%2019%20deletion%20of%20lap%20time).pdf,2ce4ca14c53cd3d78f04ccb98f6c79f8e41c8c614894ac8ceb0037cf70090575,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-usa-feba4a82b20a,fia-2019-usa-feba4a82b20a,https://www.fia.com/sites/default/files/decision-document/2019%20United%20States%20Grand%20Prix%20-%20Offence%20-%20Car%2011%20(PU%20elements).pdf,9d3a5c38aafb63976ea1787784e5faa294e9ed8c360c8614d31f6c925b9f3d43,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-bra-10d44043fd46,fia-2019-bra-10d44043fd46,https://www.fia.com/sites/default/files/decision-document/2019%20Brazilian%20Grand%20Prix%20-%20Decision%20-%20Car%2011%20(incident%20with%20car%208%20in%20turn%2010).pdf,57f52abde83977d972e5ccbafc2eb418688756a921d2cc6dbfb79153cc1a0d5e,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-bra-186802089497,fia-2019-bra-186802089497,https://www.fia.com/sites/default/files/decision-document/2019%20Brazilian%20Grand%20Prix%20-%20Decision%20-%20Car%2055%20(failure%20to%20set%20a%20time%20in%20qualifying).pdf,293ae4c7bd73b9599440779725fe5e49e9e77dbd531f77630fade8df33f912e2,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-bra-45df6f8da5d6,fia-2019-bra-45df6f8da5d6,https://www.fia.com/sites/default/files/decision-document/2019%20Brazilian%20Grand%20Prix%20-%20Offence%20-%20Car%2016%20(PU%20element).pdf,ed088acbf7defb9d5e7b7b435a1b2ddf3e863dc42048656dcd7b5ce8918f211c,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-bra-6274c2d0c7de,fia-2019-bra-6274c2d0c7de,https://www.fia.com/sites/default/files/decision-document/2019%20Brazilian%20Grand%20Prix%20-%20Offence%20-%20Car%2055%20(PU%20elements).pdf,b193db4faceed0e64c4a53df54e96b71cf567b50d1e2338c71cf363cd0c08d77,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-bra-dbd6704d2ef8,fia-2019-bra-dbd6704d2ef8,https://www.fia.com/sites/default/files/decision-document/2019%20Brazilian%20Grand%20Prix%20-%20Offence%20-%20Car%2088%20(unsafel%20release%20from%20a%20pit%20stop).pdf,7c9fb6e22d3c99f97b6bfad4cd678b3baa80a136ec289e8d9c7a8e51720c149a,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-bra-f14989ae27d0,fia-2019-bra-f14989ae27d0,https://www.fia.com/sites/default/files/decision-document/2019%20Brazilian%20Grand%20Prix%20-%20Offence%20-%20Car%2027%20(overtaking%20under%20the%20safety%20car).pdf,3ab15de16a803e1789a7b9c88e46c40d849dc90b0341c5e6cf09d13414247799,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-abu-32695f0ee3a9,fia-2019-abu-32695f0ee3a9,https://www.fia.com/sites/default/files/decision-document/2019%20Abu%20Dhabi%20Grand%20Prix%20-%20Offence%20-%20Toro%20Rosso%20(unsafe%20release).pdf,c234d3ddc811c2262815f1bedec0eff749837f18b7cb3aedaacca76a82c878ce,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-abu-356be41b0a51,fia-2019-abu-356be41b0a51,https://www.fia.com/sites/default/files/decision-document/2019%20Abu%20Dhabi%20Grand%20Prix%20-%20Offence%20-%20Car%2077%20(PU%20Elements).pdf,2e89e5a00b1b9921a6092faf73d022d15ff9ec1ea60c46af684112fd6d63cd78,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-abu-5dd13d654247,fia-2019-abu-5dd13d654247,https://www.fia.com/sites/default/files/decision-document/2019%20Abu%20Dhabi%20Grand%20Prix%20-%20Offence%20-%20Ferrari%20(Fuel%20declaration).pdf,64b0ff0c1dad58390fefc2ee23c3bf048d85b6e19f73412b120f98c2e193a6e5,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-abu-6fa2006891cf,fia-2019-abu-6fa2006891cf,https://www.fia.com/sites/default/files/decision-document/2019%20Abu%20Dhabi%20Grand%20Prix%20-%20Offence%20-%20Car%2077%20(incident%20with%20car%208%20in%20turn%2011).pdf,8f55affc716923cc8b4334dbd9d5045ad3e8b4302eba736bd0ae67813f4d7da2,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2019-abu-e51e1f967eb3,fia-2019-abu-e51e1f967eb3,https://www.fia.com/sites/default/files/decision-document/2019%20Abu%20Dhabi%20Grand%20Prix%20-%20Decision%20-%20Car%2027%20(incident%20with%20car%2023%20in%20turn%2017).pdf,f7575b1b092a6476a75ee2493d52cc5d2b5c56ef0918350c960b8370da4be02f,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-0c68b44942ce,fia-2020-aut-0c68b44942ce,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%2026%20Track%20limits%20turn%2010%202nd.pdf,6ae891f5783981a90e490fded76d75a728be47a0b14a47092cc8e081e52b835d,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-10d3e7a89ec3,fia-2020-aut-10d3e7a89ec3,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%2044%20-%20Track%20Limits%20turn%2010.pdf,1e05acae9d7edcf845c420ce5ed076078872505072302a1e9429fcbe338119d3,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-16fa54538da4,fia-2020-aut-16fa54538da4,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Decision%20-%20Protest%20-%20Car%2044.pdf,5f4d12b9cfd62bd87fd072dc51fd269d68ff6f577aed701a35120e6b034306e8,single_coded_pending_human,codex_assisted_prefill_v1,corrected,model_reviewed_corrected,"{""exclusion_reason_final"":{""after"":""superseded_corrected_predecessor"",""before"":""excluded_offence_family:protest_review_or_governance""},""version_status_final"":{""after"":""superseded"",""before"":""effective""}}",source_text_reclassification,source_rule_exact_agreement,A corrected or replacement source supersedes this earlier document.,False
documents,document-review-fia-2020-aut-2297c2aae1f6,fia-2020-aut-2297c2aae1f6,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%208%20-%20Track%20limits%20turn%209%20(2nd).pdf,2807a41d4ecdf0412088dbd9f6fbb4fd454457c95319a189adb7ddd0e8a5c4be,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-2551b43f75d0,fia-2020-aut-2551b43f75d0,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20CAr%2026%20-%20Track%20limits%20turn%209.pdf,b2a04bfe3cda20591df3311c97a7316ffd9f4c99d473fa6293a2438ddc852d86,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-28ce61c71483,fia-2020-aut-28ce61c71483,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%2044%20-%20Leaving%20the%20track%20in%20turn%2010.pdf,75b81831383190c881e8d6d21915cbcf05916f684d4844474c7806ad1784744f,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-2ded2e783984,fia-2020-aut-2ded2e783984,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%2044%20-%20Failure%20to%20slow%20for%20yellow%20flags%20(post%20review).pdf,a77a365cde86d7bbe8616120d5f304e9eab301d157277820023795ca19aa7843,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-32113b619d8e,fia-2020-aut-32113b619d8e,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%2011%20-%20Pit%20lane%20speeding.pdf,9461b8849fbc2dd159a5acad1313a398ed0e583f9f89ed4d46d0d3305a8e1190,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-401a69b30cc9,fia-2020-aut-401a69b30cc9,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Decision%20-%20review%20of%20decision%20(document%2033).pdf,8857c3c8ce26a3b1ea4fadc6c5d505d6668c59cd88199d99b805f6c16c94590b,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-43c56da4972f,fia-2020-aut-43c56da4972f,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%207%20-%20Track%20Limits%20in%20turn%2010.pdf,d2c06cbe67fd2a0b2b49e680fa1b0e3eac3516c49c0532d4147b291ef771f2e7,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-569c9e9630a3,fia-2020-aut-569c9e9630a3,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Corrected%20Decision%20-%20Protest%20-%20Car%2077.pdf,1aca3cbd1c1e7b997f275a8574ee1f06da420555c60375186671d91bb1def0d8,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-6d8a8609fe0f,fia-2020-aut-6d8a8609fe0f,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%208%20-%20Track%20limits%20turn%209.pdf,c2887d3405409108a6595d2aaa5146a6c3d62e6e8efdd1e5e49b7557a8dc1f30,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-7862c41c3dba,fia-2020-aut-7862c41c3dba,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%2020%20-%20Track%20Limits%20in%20turn%209.pdf,c53922d7b00c9fb281cb581fdeca1bab43c1dd84333e73918d9964a3392902bc,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-7d2eab2a5d55,fia-2020-aut-7d2eab2a5d55,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%2018%20-%20Track%20Limits%20Turn%209.pdf,3f044f7701635b4e8bd721279082f9e9c3a5e0a994f7293bd31193e8e782f5f1,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-7d7704721f77,fia-2020-aut-7d7704721f77,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%207%20-%20Track%20Limits%20turn%2010%20(3rd).pdf,163472b24b1033dab29ecc57f71769cdb4697ae33a3605b7a774e18d0d4642c6,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
documents,document-review-fia-2020-aut-8bf056d5a390,fia-2020-aut-8bf056d5a390,https://www.fia.com/sites/default/files/decision-document/2020%20Austrian%20Grand%20Prix%20-%20Offence%20-%20Car%2018%20-%20Track%20limits%20turn10.pdf,d64f0d80df0a501eddcc93b5e0fecc71abae03e9b4b23b7751ed436c43356c34,single_coded_pending_human,codex_assisted_prefill_v1,agree,model_reviewed_agree,{},source_text_reclassification,source_rule_exact_agreement,The source-only classification and reconciled final disposition agree on the frozen analytical boundary.,False
